1	1
132	2
145	4
160	5
166	6
182	7
190	6
221	8
254	9
292	10
299	9
318	10
334	13
355	12
377	14
447	13
487	14
490	15
496	16
510	18
522	19
525	21
531	20
571	19
627	20
665	19
720	18
750	20
760	21
789	20
814	22
861	24
865	23
881	25
892	24
895	26
923	25
967	24
974	26
994	25
1032	26
1046	25
1087	24
1088	27
1119	30
1123	29
1160	30
1169	29
1205	28
1248	27
1279	26
1321	25
1341	27
1393	26
1402	28
1417	27
1431	28
1441	29
1459	28
1466	30
1475	29
1476	30
1479	32
1534	31
1545	32
1552	33
1583	32
1604	34
1622	33
1625	34
1632	35
1647	34
1675	33
1688	34
1700	35
1734	37
1740	36
1756	38
1774	39
1788	38
1820	37
1842	36
1854	37
1859	38
1871	39
1880	38
1882	39
1888	40
1905	41
1920	40
1978	39
1995	38
2023	37
2047	36
2051	38
2059	37
2064	39
2091	40
2115	42
2123	43
2142	42
2150	44
2167	43
2188	44
2203	43
2205	45
2208	46
2238	47
2246	46
2274	45
2322	46
2329	47
2331	50
2338	49
2367	48
2377	49
2412	48
2441	47
2466	46
2493	45
2494	47
2496	49
2506	48
2536	47
2561	46
2583	45
2609	44
2625	45
2631	44
2637	45
2653	44
2682	43
2736	42
2760	41
2799	40
2812	41
2833	40
2838	42
2869	41
2897	40
2933	39
2960	40
2974	39
2987	40
3009	39
3031	38
3054	37
3081	36
3084	38
3087	37
3113	39
3125	38
3131	39
3155	38
3157	41
3160	40
3184	39
3186	40
3199	41
3210	40
3232	39
3243	40
3245	41
3280	40
3289	41
3300	40
3325	39
3333	40
3335	41
3343	42
3357	41
3376	43
3380	42
3393	45
3401	44
3432	43
3453	44
3465	43
3467	44
3471	45
3478	44
3483	46
3497	45
3523	44
3530	46
3534	45
3574	46
3591	45
3600	47
3617	46
3624	47
3639	48
3643	49
3648	51
3654	52
3671	51
3676	52
3677	53
3687	52
3707	53
3709	52
3733	51
3752	50
3773	51
3821	50
3848	49
3861	50
3866	51
3873	50
3893	51
3896	50
3902	51
3908	52
3915	54
3918	55
3926	54
3951	53
3971	52
3981	54
3987	53
4004	52
4037	53
4048	52
4069	54
4078	53
4107	52
4137	51
4164	50
4171	51
4191	52
4208	51
4229	52
4243	51
4272	50
4297	49
4302	50
4316	49
4323	51
4330	50
4357	49
4377	48
4398	47
4401	49
4402	50
4422	49
4444	48
4447	50
4462	49
4473	50
4491	49
4510	48
4526	49
4527	48
4551	47
4577	46
4603	45
4614	46
4618	45
4622	47
4655	46
4683	45
4687	46
4696	48
4702	49
4706	48
4727	47
4751	46
4768	48
4802	47
4828	46
4850	45
4868	47
4880	46
4890	49
4891	48
4897	50
4902	51
4904	52
4914	51
4923	52
4931	51
4953	52
4958	51
4970	52
4973	53
5019	54
5027	53
5046	52
5056	53
5061	52
5086	53
5093	52
5114	51
5120	52
5134	51
5136	52
5140	53
5148	54
5151	55
5162	54
5186	53
5191	55
5205	57
5227	56
5240	57
5241	56
5266	55
5290	54
5301	55
5324	54
5349	55
5358	54
5372	55
5389	54
5414	55
5424	57
5443	56
5467	57
5473	56
5484	57
5505	56
5534	55
5553	54
5576	53
5620	52
5647	51
5654	52
5668	51
5679	52
5696	51
5714	50
5730	52
5740	51
5744	53
5752	52
5754	53
5757	54
5765	55
5766	57
5771	58
5782	57
5786	59
5792	60
5799	59
5825	58
5846	57
5869	56
5873	57
5887	56
5903	57
5906	59
5910	58
5913	59
5925	61
5942	60
5960	61
5970	60
5993	59
6005	60
6014	59
6018	61
6021	60
6042	59
6060	60
6063	59
6082	58
6107	57
6121	59
6122	58
6129	61
6138	60
6159	59
6186	58
6199	60
6207	61
6223	64
6226	63
6227	66
6228	68
6233	67
6239	69
6254	68
6275	69
6281	71
6290	72
6301	71
6305	73
6307	72
6333	71
6356	70
6365	71
6375	70
6401	69
6412	70
6417	71
6435	70
6453	71
6469	70
6481	71
6489	70
6509	69
6532	68
6550	67
6568	66
6578	67
6580	68
6596	67
6602	68
6628	67
6631	68
6642	70
6650	69
6667	70
6686	69
6695	70
6705	69
6723	68
6742	67
6765	66
6772	67
6774	68
6797	67
6817	68
6827	67
6851	66
6869	67
6873	68
6884	70
6894	71
6918	70
6935	69
6950	68
6951	69
6960	68
6963	70
6969	69
6989	68
6999	71
7006	72
7008	71
7014	72
7023	71
7033	72
7052	71
7076	73
7093	74
7094	73
7108	74
7110	73
7115	74
7126	76
7134	75
7151	74
7157	75
7168	74
7193	73
7197	74
7204	73
7227	72
7230	73
7260	72
7274	73
7275	72
7283	73
7286	72
7310	71
7337	70
7364	69
7383	68
7388	69
7404	68
7411	69
7421	68
7441	67
7459	66
7461	67
7477	66
7491	68
7504	67
7509	69
7529	68
7535	69
7556	68
7576	67
7581	68
7597	67
7614	66
7633	65
7643	66
7655	65
7671	66
7678	65
7695	64
7705	65
7717	64
7726	66
7750	65
7772	64
7774	66
7782	67
7785	66
7807	65
7833	64
7843	65
7881	64
7898	65
7903	64
7924	63
7945	62
7974	61
7988	62
7991	63
8005	65
8041	64
8059	63
8074	62
8077	64
8089	66
8111	67
8122	66
8134	67
8136	68
8153	69
8167	70
8176	69
8181	70
8213	69
8218	71
8219	72
8254	71
8271	74
8278	73
8281	74
8286	73
8294	74
8297	75
8315	74
8319	76
8320	77
8329	78
8339	80
8343	82
8364	81
8390	80
8417	79
8430	80
8443	79
8462	78
8481	77
8501	76
8521	75
8533	76
8542	75
8560	76
8564	77
8578	78
8581	77
8585	80
8591	79
8628	78
8647	77
8666	76
8692	75
8694	76
8715	75
8735	74
8749	75
8758	74
8772	76
8776	75
8787	76
8803	75
8829	74
8852	73
8873	72
8877	74
8894	73
8900	75
8902	74
8920	73
8938	72
8958	74
8961	73
8970	74
8974	73
8999	72
9017	71
9036	70
9044	71
9046	72
9048	73
9052	74
9060	73
9084	72
9101	73
9109	72
9114	73
9128	74
9133	73
9142	75
9165	76
9177	75
9200	74
9209	75
9220	74
9240	73
9259	72
9277	73
9284	72
9303	71
9320	70
9339	72
9354	71
9359	72
9373	71
9390	70
9396	71
9400	72
9419	71
9432	72
9450	74
9451	73
9452	75
9454	78
9458	77
9474	79
9492	81
9495	83
9496	82
9504	83
9514	82
9530	81
9547	80
9566	79
9582	80
9594	81
9609	80
9629	79
9636	82
9641	81
9663	80
9667	81
9680	80
9688	81
9700	80
9709	81
9720	80
9735	81
9738	82
9748	81
9755	83
9756	85
9781	84
9799	83
9816	85
9831	84
9835	86
9839	85
9854	84
9872	83
9878	84
9882	83
9894	84
9908	85
9921	84
9944	83
9962	82
9987	81
9993	83
9994	82
10013	81
10038	80
10058	81
10061	80
10063	82
10066	81
10088	83
10094	82
10131	81
10141	82
10159	81
10164	82
10169	81
10173	83
10178	82
10185	84
10194	83
10220	82
10225	83
10235	82
10245	83
10260	82
10279	81
10292	84
10294	83
10304	84
10320	83
10335	84
10343	85
10362	84
10383	83
10402	82
10420	81
10441	80
10452	82
10471	81
10491	80
10495	82
10502	81
10521	80
10531	81
10539	80
10554	81
10582	80
10597	81
10609	80
10619	81
10630	80
10649	79
10660	80
10671	79
10694	78
10712	77
10720	78
10726	80
10727	79
10737	80
10739	79
10757	78
10772	79
10778	78
10785	79
10789	81
