Time	Idle
82800	135.784761904762
83040	138.827727272727
83280	141.664782608696
83520	109.655454545455
83760	120.592631578947
84000	154.882857142857
84240	121.405
84480	134.682727272727
84720	118.877727272727
84960	88.4394736842105
85200	130.291
85440	172.559523809524
85680	137.165454545455
85920	126.73
86160	150.907272727273
86400	110.257826086957
86640	122.010476190476
86880	159.683181818182
87120	139.950416666667
87360	129.3215
87600	131.733043478261
87840	105.266666666667
88080	132.338181818182
88320	165.558571428571
88560	177.002727272727
88800	130.514347826087
89040	141.322380952381
89280	127.854761904762
89520	134.862608695652
89760	143.559130434783
90000	157.743333333333
90240	140.106315789474
90480	139.091111111111
90720	127.940526315789
90960	144.609047619048
91200	160.792727272727
91440	176.779047619048
91680	175.133
91920	153.757142857143
92160	135.8305
92400	153.328636363636
92640	160.196818181818
92880	165.526818181818
93120	134.037727272727
93360	140.218
93600	124.890476190476
93840	131.770952380952
94080	139.330952380952
94320	124.227142857143
94560	142.857619047619
94800	132.329090909091
95040	139.359565217391
95280	128.7575
95520	161.215454545455
95760	149.033636363636
96000	152.574090909091
96240	138.387391304348
96480	130.901363636364
96720	128.858
96960	178.983333333333
97200	152.033
97440	143.537391304348
97680	138.484090909091
97920	125.4365
98160	131.3385
98400	140.332727272727
98640	128.93380952381
98880	124.181739130435
99120	124.077894736842
99360	88.2205263157895
99600	124.835217391304
99840	147.254347826087
100079	123.034545454545
100320	130.408
100560	125.022608695652
100800	130.661627906977
