Time	cycle	Idle	Open	Setup	TotalWork	Lateness	OEE	New
11039	820.1048951	63.95875	77	15.71	34.9	-2493.678322	43.62	12
11280	829.4391892	55.03083333	72	16.43	42.2	-2481.560811	52.75	0
11519	826.4516129	39.47	72	16.84	43.05	-2521.354839	53.82	7
11760	826.4968153	48.05875	70	13.4	44.75	-2510.299363	56.04	0
12000	832.0552147	35.51916667	75	13.5	31.79	-2487.092025	39.74	11
12239	834.3892216	57.19166667	71	17.11	39.06	-2476.221557	48.82	0
12479	831.497076	53.57347826	80	14.4	28.19	-2472.573099	35.23	13
12719	835.8983051	55.88041667	74	15.27	40.65	-2526.621469	50.81	0
12960	836.252809	37.26708333	81	16.22	32.76	-2548.02809	40.95	8
13200	841.1381215	47.65166667	78	15	26.19	-2568.259669	32.73	0
13439	843.4816754	38.14956522	76	15.48	28.83	-2573.424084	36.04	8
13679	847.0561224	41.1925	71	16.19	33.6	-2583.806122	42.01	0
13919	844.6934673	27.48541667	76	14.12	24.1	-2581.356784	30.13	8
14159	846.4126214	48.07	69	15.65	34.69	-2585.878641	43.39	0
14399	856.708134	48.37416667	82	14.42	22.56	-2581.143541	28.2	16
14640	857.0280374	51.33608696	77	16.97	40.73	-2563.014019	50.91	0
14879	860.7123288	59.31478261	87	15.84	36.28	-2554.552511	45.35	15
15119	872.0663717	52.20333333	80	14.98	43.75	-2554.628319	54.69	0
15360	875.5608696	48.13583333	84	13.71	37.05	-2542.23913	46.32	8
15600	876.6753247	49.34708333	83	16.98	40.92	-2539.761905	51.15	0
15839	885.5443038	35.89956522	84	17.09	30.48	-2558.607595	38.31	7
16080	881.4125	47.73791667	81	18.55	34.25	-2546.908333	42.82	0
16319	882.2903226	38.62347826	85	16.17	29.81	-2531.475806	37.26	12
16559	885.0909091	58.84608696	80	15.44	30.65	-2554.031621	38.31	0
16800	885.2192308	58.39958333	87	13.94	29.34	-2553.442308	36.67	14
17040	887.6914498	65.47090909	78	16.15	45.12	-2591.434944	56.56	0
17280	891.6167883	63.82708333	87	16.62	38.31	-2587.79562	47.99	14
17519	896.0938628	55.73333333	84	16.46	48.39	-2580.33935	60.49	0
17760	899.1	47.87416667	90	14.56	43.09	-2571.896429	53.86	9
17999	899.195122	60.49086957	83	17.8	42.7	-2556.857143	53.45	0
18239	899.0576271	54.23913043	86	18.27	35.81	-2545.694915	44.77	11
18479	900.8720539	44.88375	84	17.77	42.33	-2545.151515	52.92	0
18719	907.2805281	37.48826087	85	15.38	33.75	-2519.653465	42.19	7
18960	911.3527508	44.9973913	79	15.25	32.32	-2547.744337	40.4	0
19199	914.7650794	41.55916667	83	16.88	23.91	-2530.777778	29.89	10
19439	915.525	26.49541667	78	15.54	32.75	-2541.21875	40.94	0
19680	916.1692308	17.76473684	77	13.44	23.4	-2535.726154	29.25	4
19920	920.4176829	36.34625	74	15	21.31	-2564.780488	26.64	0
20159	921.6966967	22.6	78	4.92	11.4	-2569.018018	14.25	9
20399	927.3313609	53.46913043	73	16.94	28.02	-2585.340237	35.03	0
20639	930.2815249	31.69625	79	13.35	24.38	-2588.381232	30.47	9
20879	932.0988372	43.65583333	76	15.31	31.35	-2596.796512	39.24	0
21119	935.6114286	31.26416667	79	14.38	24.67	-2628.22	30.83	9
21360	939.1703911	46.86416667	71	16.43	27.78	-2633.26257	34.78	0
21600	939.0633609	28.49347826	75	13.4	21.52	-2645.69697	26.9	9
21840	941.4728261	38.86125	70	14.08	23.65	-2654.82337	29.56	0
22079	937.3333333	31.23166667	77	12.76	20.92	-2645.540323	26.15	11
22320	935.8544974	37.61913043	71	17.32	35.04	-2648.722222	43.8	0
22560	938.0417755	26.68272727	74	13.58	24.58	-2649.819843	30.73	8
22800	937.9663212	41.81478261	71	15.44	24.69	-2652.665803	30.86	0
23040	935.648855	38.29291667	74	10.69	19.56	-2657.26972	24.45	10
23280	936.6126582	33.545	72	14.69	30.54	-2672.822785	38.18	0
23519	934.261194	16.24315789	68	16	26.05	-2669.609453	32.56	3
23760	933.1995074	36.5225	64	14.38	20.29	-2664.576355	25.36	0
24000	935.9807692	36.16833333	63	6.79	13.73	-2664.766827	17.4	9
24239	933.2884161	43.36608696	56	15.15	32.3	-2663.446809	40.38	0
24480	932.0539906	37.23791667	65	14.73	22.88	-2657	28.71	12
24720	934.7806005	47.11416667	58	14.12	31.23	-2667.82679	39.04	0
24960	934.2369021	36.4975	63	15.42	31.75	-2677.159453	39.69	11
25199	933.5386364	49.49416667	62	15.46	37.53	-2674.781818	46.91	0
25440	934.7687075	27.64333333	69	16.06	32.68	-2684.920635	40.85	8
25680	929.8808989	44.49875	65	14.96	29.06	-2688.166292	36.33	0
25919	926.46	29.025	67	12.95	31.67	-2688.633333	39.59	7
26160	927.6236324	43.89782609	60	15	27.88	-2695.435449	34.85	0
26399	927.3766234	31.31875	67	14.14	21.99	-2704.463203	27.48	12
26640	925.711828	46.00125	64	16.16	33.98	-2697.716129	42.48	0
26880	924.741453	36.2625	71	17.25	28.98	-2699.467949	36.22	10
27120	923.5810526	53.82086957	64	15.35	32.67	-2712.486316	40.83	0
27359	923.524109	38.71791667	72	14.64	28.03	-2707.597484	35.12	10
27600	923.1541667	47.42541667	69	15.39	37.92	-2715.23125	47.41	0
27839	922.9233954	30.14708333	72	16.36	25.61	-2713.52381	32.01	6
28079	923.0454545	42.675	71	16.38	29.5	-2713.039256	36.98	0
28319	920.3701431	19.05333333	71	15.77	30.15	-2718.496933	37.68	5
28559	919.6727642	49.54375	68	15.04	23.67	-2720.180894	29.71	0
28799	917.5524194	31.4975	75	10.81	19.21	-2726.189516	24.01	11
29040	918.04	50.93083333	71	16.72	34.19	-2721.502	42.82	0
29279	917.3372781	40.74391304	76	15.02	28.08	-2722.276134	35.09	12
29519	918.6744639	47.69666667	70	16.35	30.81	-2730.107212	38.52	0
29759	920.0696325	44.22708333	75	16.48	29.29	-2735.613153	36.61	9
30000	919.9075145	48.6073913	73	16	38.26	-2734.526012	47.82	0
30239	919.109405	48.16833333	84	15.54	31	-2731.049904	38.76	13
30479	917.7661597	47.41391304	79	14.27	40.77	-2732.038023	50.96	0
30719	921.0093809	33.30045455	84	15.21	30.58	-2750.412758	38.23	12
30959	920.164486	50.49625	82	16.75	36.69	-2750.280374	45.86	0
31199	920.716946	35.7726087	91	14.17	29.62	-2754.091248	37.03	11
31440	921.0164835	43.26083333	82	16.54	38.94	-2766.849817	48.68	0
31680	921.3865699	32.30375	86	16.58	30.1	-2768.571688	37.63	9
31919	920.7899461	54.11291667	80	15	35.34	-2757.355476	44.17	0
32160	923.088968	40.79291667	87	16.31	29.15	-2763.124555	36.44	12
32399	923.5481611	34.18	78	15.15	44.16	-2765.924694	55.2	0
32640	922.9514731	23.58208333	79	17.86	32.39	-2762.012132	40.61	7
32879	923.1113014	31.26217391	72	13.14	26.42	-2756.469178	33.03	0
33120	925.0323129	21.98590909	76	12.99	22.47	-2763.438776	28.09	8
33360	926.7200675	65.60583333	71	13.1	24.44	-2762.337268	30.55	0
33599	929.0133333	48.91875	82	9.12	24.04	-2760.433333	30.05	18
33839	930.6578512	59.025	77	16.19	43.44	-2763.036364	54.3	0
34080	930.1748366	46.32875	81	16.64	38.22	-2760.944444	47.77	11
34319	929.1019417	55.95833333	75	15.69	41.32	-2761.289644	51.65	0
34559	928.8357488	47.34625	85	17.79	38.23	-2763.533011	47.79	13
34799	928.1350482	33.12041667	84	15.1	42.1	-2761.339228	52.63	0
35039	927.0063593	22.87227273	79	17.19	32.54	-2754.319555	40.68	2
35279	927.4346457	50.56708333	73	10.77	23.42	-2766.790551	29.35	0
35519	927.7165109	31.06291667	80	9.54	19.58	-2768.672897	24.48	14
35760	927.5531587	54.00083333	73	16.72	37.12	-2769.322034	46.4	0
35999	927.8229008	28.2975	78	17.51	33.7	-2766.963359	42.21	11
36240	927.439577	46.13304348	71	16.56	35.37	-2765.601208	44.22	0
36480	927.4692654	34.15833333	74	15.21	32.79	-2764.875562	40.99	8
36720	927.9401198	44.8925	73	13.02	30.29	-2763.796407	37.86	0
36960	928.485119	33.26333333	77	17.06	26.21	-2759.800595	32.76	8
37200	928.7140741	43.90521739	74	16.23	31.25	-2760.195556	39.06	0
37439	928.466863	40.80347826	83	12.93	25.9	-2763.667158	32.37	13
37680	929.43377	40.57956522	75	14.38	35.66	-2756.225619	44.58	0
37920	930.0853835	29.79347826	77	16.4	33.83	-2754.726483	42.47	6
38159	931.5603448	54.21541667	72	16.88	34.35	-2754.244253	42.94	0
38399	932.0512821	41.88	83	11.44	26.23	-2751.602564	32.79	17
38640	932.9008499	50.0526087	79	16.95	37.76	-2749.675637	47.2	0
38879	931.9957806	47.44	82	16.21	37.91	-2746.551336	47.38	8
39120	932.0656425	65.1825	77	15.56	37.41	-2749.579609	46.76	0
39360	933.8294036	46.33	80	16.48	34.17	-2758.145631	42.71	8
39600	933.2275862	54.43347826	76	15.77	30.04	-2757.611034	37.63	0
39840	932.253078	43.47416667	78	15.42	31.02	-2757.109439	38.78	8
40079	932.7540541	42.15	69	15.4	32.74	-2755.209459	40.93	0
40320	933.6129032	24.29045455	70	16.52	28.15	-2760.744624	35.19	5
40560	935.848	49.31625	64	12.9	16.75	-2764.546667	20.94	0
40800	936.5178808	33.24166667	71	10.67	24.56	-2765.037086	30.7	12
41040	936.1574803	55.42666667	64	16.21	37.25	-2763.174541	46.56	0
41279	936.227154	41.95875	75	14.02	34.69	-2765.443864	43.41	15
41519	935.8880208	49.24608696	73	14.35	43.35	-2761.302083	54.19	0
41760	936.4702842	50.38458333	78	15.93	37.53	-2761.583979	46.91	11
42000	935.4478764	56.87318182	75	16.21	40.12	-2765.409266	50.16	0
42239	937.6858974	47.20625	84	15.86	33.03	-2763.721795	41.47	12
42480	937.822335	47.75791667	76	14.56	42.53	-2754.26269	53.16	0
42720	936.8486759	40.95541667	83	17.58	37.65	-2751.701135	47.06	12
42959	937.8858218	55.31708333	79	13.81	43.2	-2753.885822	54	0
43200	938.2531328	32.26541667	87	16.12	33.11	-2756.531328	41.62	9
43440	938.7667494	37.61434783	79	15.73	31.27	-2754.24938	39.09	0
43680	940.2878229	29.67863636	77	15.77	26.27	-2747.337023	32.84	5
43920	941.2622549	57.17333333	74	15.81	22.06	-2752.080882	27.58	0
44160	942.3853659	36.29347826	88	10.98	22.42	-2757.391463	28.02	18
44399	942.2384988	49.90375	82	16.97	48.1	-2756.366828	60.12	0
44640	942.1737033	31.49333333	84	14.75	26.91	-2758.165259	33.64	5
44879	941.9147659	48.30304348	80	15.5	34.33	-2751.858343	42.91	0
45120	943.0844233	29.37875	82	16.52	28.36	-2750.288942	35.45	10
45360	945.2037691	41.455	74	14.02	31	-2748.221437	38.75	0
45600	945.441452	30.22727273	74	15.75	26.29	-2745.737705	32.89	5
45840	946.2406542	38.85652174	72	13.67	24.4	-2747.64486	30.49	0
46080	947.5290698	34.6675	79	12.85	19.71	-2746.760465	24.64	11
46320	947.2242775	49.63458333	74	16.27	31.44	-2751.123699	39.3	0
46560	947	35.81291667	81	16.35	28.88	-2760.622555	36.28	11
46799	948.0263158	45.16333333	76	16.17	38.05	-2767.965675	47.57	0
47040	947.8168373	32.98173913	80	16.68	32.41	-2769.359499	40.51	9
47280	947.4221219	61.50083333	73	16.1	33.94	-2767.82167	42.6	0
47519	947.8089385	39.05391304	81	15.19	30.96	-2765.349721	38.7	17
47759	946.2120536	58.61625	80	15.58	39.77	-2767.860491	49.71	0
48000	944.6197339	32.98125	78	16.62	29.54	-2770.839246	37.11	4
48239	946.2568908	43.93833333	73	16.46	28.43	-2773.136714	35.54	0
48480	945.7510965	32.29166667	75	15.02	26.68	-2774.453947	33.35	7
48720	945.5532609	29.286	67	14.54	22.73	-2779.879348	28.41	0
48960	945.36	22.35571429	65	13.5	14.75	-2780.260541	18.44	3
49200	946.3480129	45.48625	59	7.52	11.1	-2781.83029	13.88	0
49440	946.2494647	23.42391304	64	9.08	15.96	-2778.831906	19.95	8
49679	946.0606383	32.68916667	58	16.07	22.53	-2780.969149	28.16	0
49919	946.25	30.70086957	61	12.92	25.54	-2781.958686	32.06	7
50160	946.4460888	32.94590909	59	13.17	19.77	-2780.748414	24.71	0
50399	946.3477345	32.35227273	63	14.02	19.25	-2779.214963	24.06	7
50640	945.5838574	45.23083333	58	13.07	24.42	-2776.271488	30.52	0
50879	945.9175365	38.93565217	68	11.55	27.18	-2779.517745	33.97	14
51119	946.7894191	41.56666667	62	16.6	36.98	-2782.422199	46.22	0
51360	946.1571872	30.36478261	67	14.05	28.38	-2780.576008	35.48	8
51600	945.4469619	43.6026087	63	16.94	28.88	-2778.345005	36.09	0
51840	946.1016427	44.00041667	74	14.88	27.6	-2783.586242	34.51	14
52079	946.3493852	50.14173913	72	16.9	32.16	-2785.930328	40.35	0
52320	945.1688708	48.00434783	79	17.82	30.75	-2788.675483	38.59	14
52559	945.0040445	50.215	73	15.52	37.16	-2793.358948	46.44	0
52800	944.4241206	33.16958333	77	13.86	34.79	-2797.858291	43.49	10
53039	942.76	39.29375	72	15.82	36.42	-2797.127	45.53	0
53279	941.8099502	28.76913043	75	16.94	35.65	-2790.404975	44.56	8
53519	941.9900695	52.79916667	73	15.38	30.9	-2789.913605	38.62	0
53760	940.8112648	30.12086957	75	11.99	21.24	-2784.770751	26.56	7
54000	940.3634578	30.6673913	69	14.02	21.54	-2781.414538	26.93	0
54240	941.1605058	26.25909091	65	15.02	21.48	-2785.049611	26.85	6
54479	939.8280193	42.33166667	58	14.27	20.46	-2785.868599	25.58	0
54720	941.8809981	34.12208333	60	11.33	22.26	-2780.818618	27.83	9
54960	941.1044061	44.98869565	58	16.21	33.6	-2777.699234	42.01	0
55200	942.2454632	37.53208333	67	14.5	29.54	-2783.548233	36.93	12
55439	941.9180172	39.72208333	65	15.71	30.29	-2786.690181	37.87	0
55679	940.7994324	28.73043478	65	16.9	29.31	-2790.00473	36.64	8
55920	940.5734463	37.76434783	60	15.44	26.99	-2786.234463	33.74	0
56159	940.1882022	35.1975	66	13.43	29.87	-2787.374532	37.34	12
56400	939.8266542	45.57375	61	15.7	31.72	-2787.799627	39.65	0
56639	940.2249071	25.83809524	65	16.36	31.21	-2788.827138	39.02	7
56879	939.7924004	35.635	62	17.54	32.73	-2789.965709	40.91	0
57119	939.6463527	27.84434783	65	13.9	25.38	-2788.036934	31.72	7
57360	938.4728611	40.03347826	61	12.22	19.65	-2784.471021	24.56	0
57599	937.8186813	40.46958333	66	12.38	20.4	-2784.356227	25.5	10
57840	937.6703196	54.59291667	63	15.83	24.5	-2784.231963	30.76	0
58079	937.3272562	36.225	70	14.56	33.14	-2782.255242	41.42	9
58319	936.00181	49.5575	62	13.71	28.44	-2780.190045	35.57	0
58560	935.5599639	41.18217391	69	15.56	33.47	-2780.958521	41.83	11
58800	936.0080717	47.12416667	63	15.46	32	-2784.155157	40	0
59040	936.2223214	26.37826087	65	14.54	28.21	-2786.261607	35.26	7
59280	935.8680927	29.74666667	63	17.02	24.42	-2785.59893	30.52	0
59520	935.6305506	23.72458333	68	14.42	26.46	-2786.009769	33.07	9
59760	934.6448763	35.68291667	62	13.27	25.38	-2785.232332	31.72	0
59999	933.1481157	26.18227273	60	12.38	24.1	-2787.598598	30.13	7
60240	933.152972	40.6625	57	14.27	21.45	-2785.743007	26.82	0
60480	932.4847694	33.75695652	64	11.83	25.21	-2782.288947	31.51	12
60720	932.5252174	59.29875	63	14.5	23.79	-2784.413043	29.74	0
60959	931.9921943	38.79791667	69	13.54	33.28	-2784.326106	41.68	9
61200	931.5574762	45.03583333	65	15.5	25.14	-2782.823682	31.43	0
61439	931.290378	31.43130435	65	17.03	26.59	-2784.523196	33.24	7
61680	929.7331628	42.09478261	56	14.32	27.68	-2780.219096	34.6	0
61920	929.6039182	49.02208333	66	16.6	31.5	-2780.040886	39.38	11
62160	928.3313559	65.27217391	60	15.58	29.25	-2777.19322	36.56	0
62399	928	48.23916667	70	14.27	35.04	-2775.938345	43.8	14
62639	927.6756529	64.28583333	67	17.4	37.77	-2779.748947	47.21	0
62880	927.2853535	59.71958333	80	15.31	39.9	-2778.748316	49.87	14
63120	926.3472803	60.96458333	73	14.75	42.62	-2780.731381	53.28	0
63359	925.4477861	40.70478261	79	17.51	40.42	-2778.575606	50.52	8
63600	924.8766667	55.18375	76	17.05	37.45	-2779.465	46.81	0
63839	924.3366501	36.19416667	80	14.81	40.34	-2778.033167	50.42	10
64079	923.5879438	43.8325	75	15.17	34.29	-2775.444261	42.86	0
64320	923.8734593	37.23541667	79	16.99	31.29	-2777.393591	39.11	10
64560	923.8119869	47.86291667	78	16.73	30.25	-2776.440887	37.81	0
64800	925.4501634	30.33375	77	18.52	27.15	-2774.685458	34.06	5
65040	926.903987	41.23	72	12.75	15.65	-2770.502034	19.56	0
65279	926.6642336	32.07291667	78	16.76	29.08	-2770.278994	36.58	10
65520	927.9677419	50.57458333	71	16.93	28.65	-2765.012903	35.81	0
65760	928.2684887	38.94583333	79	14.58	27.81	-2760.848875	34.77	12
66000	928.9775821	53.84521739	74	16.58	25.31	-2765.267414	31.64	0
66240	928.537909	40.37956522	87	16.25	31.88	-2764.953711	39.84	17
66480	929.6281847	58.68869565	84	14.69	34.77	-2769.325637	43.54	0
66719	930.1045959	55.03083333	90	15.88	38.91	-2772.819334	48.64	12
66960	929.9304348	54.9875	87	14.56	33.51	-2770.961265	41.88	0
67199	930.5719906	42.98791667	96	16.51	36.63	-2769.402046	45.79	15
67440	930.1908877	53.82875	94	16.06	37.61	-2766.741555	47.02	0
67680	932.3369481	36.36708333	86	16.25	42.42	-2772.617351	53.02	10
67920	932.8913713	54.73625	79	16.62	31.21	-2771.374422	39.01	0
68159	935.4050343	40.68083333	78	16.11	36.02	-2764.175439	45.03	12
68400	935.634776	54.36478261	72	14.13	33.98	-2763.041762	42.48	0
68640	936.1394996	42.19833333	80	15.08	36.12	-2761.367703	45.16	10
68880	936.7087746	36.72583333	77	14.94	31.35	-2761.139183	39.19	0
69120	937.6170053	28.50434783	72	17.96	35.08	-2759.638074	43.93	2
69360	937.9491399	35.90833333	64	15.75	22.83	-2760.816754	28.54	0
69599	938.6060831	29.8775	60	10.9	25.77	-2757.75816	32.22	7
69839	938.6294379	45.15521739	56	14.54	23.54	-2755.244083	29.43	0
70080	939.1800738	34.05166667	63	13.9	31.1	-2755.986716	38.87	10
70319	939.3002208	42.2175	59	15.44	27.68	-2757.776306	34.6	0
70560	939.9581498	27.50304348	61	16.14	27.99	-2756.611601	34.98	5
70800	938.0673993	41.10291667	58	15.31	25.06	-2758.371429	31.33	0
71040	939.9327977	39.14375	61	15.75	22.4	-2760.544193	27.99	7
71279	940.606414	51.34304348	58	15.75	24.62	-2760.796647	30.99	0
71520	940.4770909	43.72583333	71	16.52	29.56	-2762.398545	36.96	16
71760	940.1878173	62.48791667	67	15.88	35.92	-2763.620015	44.9	0
71999	940.3333333	53.53166667	80	15.59	41.17	-2765.768619	51.46	17
72239	940.1319394	39.30625	76	16.19	45.73	-2765.661139	57.16	0
72479	939.7446043	36.36	78	17.81	32.25	-2763.889209	40.31	5
72720	940.1189112	45.14666667	72	14.81	29.52	-2764.489255	36.9	0
72960	939.7924123	34.52291667	82	14.48	31.06	-2764.710809	38.83	11
73200	940.0128297	36.93708333	76	16.94	28.12	-2766.420527	35.16	0
73440	939.8894401	27.705	74	13.52	31.96	-2764.269313	39.95	6
73680	939.1820748	25.80125	68	15.83	24.31	-2762.206775	30.39	0
73920	939.2660099	27.33666667	72	14.69	23.56	-2759.163969	29.45	8
74160	939.2043539	33.47695652	69	11.31	20.31	-2758.146067	25.39	0
74399	938.9832168	26.81291667	71	14.16	25.42	-2755.716783	31.77	8
74640	939.2107093	36.58	63	13.07	19.15	-2761.471488	23.94	0
74880	939.4597781	29.82291667	68	13.23	23.08	-2758.426491	28.85	9
75120	939.883045	28.40583333	65	14.77	22.88	-2760.791696	28.59	0
75360	940.7055172	30.03	69	14.33	29.54	-2763.208276	36.93	9
75600	940.025447	52.67083333	65	10.83	21.5	-2763.098349	26.88	0
75840	939.8607682	32.98217391	72	14.29	27.58	-2762.777778	34.48	11
76080	939.1672355	36.73521739	65	15.1	25.52	-2762.913311	31.9	0
76320	938.2357337	33.10652174	66	14.88	26.83	-2761.527174	33.54	8
76559	937.7221095	52.5526087	59	13.81	20.54	-2764.204192	25.68	0
76799	937.0188679	37.90826087	67	14.71	31.79	-2766.326146	39.74	13
77039	937.0881561	50.67291667	65	15.65	35.75	-2765.665545	44.69	0
77279	936.9791667	38.09958333	75	16.79	34.88	-2766.690188	43.59	12
77519	936.3510067	53.64086957	73	17.83	34.81	-2765.134899	43.52	0
77760	935.1184739	46.11956522	81	15.81	35.04	-2763.542169	43.8	12
77999	934.4663558	57.30583333	74	16.65	28.14	-2767.135243	35.17	0
78239	934.0724252	43.17782609	80	16.48	37.17	-2767.695681	46.69	10
78479	933.2653872	52.35875	74	17.17	41	-2768.462608	51.28	0
78719	933.1927393	34.60666667	77	18.19	37.02	-2767.156436	46.28	7
78960	933.3112713	45.31125	66	17.26	25.06	-2764.401704	31.33	0
79199	933.6240209	30.39	70	15.04	27.66	-2765.721279	34.57	10
79440	932.9934853	35.3125	67	16.29	27.43	-2767.484039	34.28	0
79679	933.1064935	37.27125	72	14.94	33.98	-2769.611688	42.47	10
79919	933.0718912	51.98913043	68	13.27	28.4	-2768.90544	35.49	0
80160	933.3324726	38.22083333	74	13.03	34.75	-2766.194319	43.44	11
80400	933.326045	50.77958333	68	12.71	31.5	-2772.944051	39.38	0
80639	933.7997433	43.66041667	74	18.12	35.46	-2770.911425	44.33	9
80880	933.428023	47.46291667	69	16.45	29.17	-2769.659629	36.46	0
81120	933.3446075	43.97708333	76	17.98	36.58	-2771.892151	45.73	11
81360	933.214513	43.7775	72	16.21	30.88	-2770.611712	38.59	0
81600	933.4100127	32.97958333	71	15.96	31	-2768.474018	38.75	6
81840	932.7855787	51.16217391	68	15.29	20.02	-2766.956989	25.03	0
82079	933.6086957	38.09458333	73	13.24	25	-2766.31821	31.25	11
82319	934.2249373	34.58652174	64	12.46	21.6	-2764.831454	27.01	0
82559	933.9008728	32.73869565	59	16.73	25.83	-2770.270574	32.29	3
82800	933.76229	35.86826087	56	15.89	21.83	-2775.194151	27.28	0
83039	934.4243176	26.39666667	61	14.62	24.39	-2776.306452	30.49	10
83280	933.7040248	26.03590909	58	12.47	20.23	-2773.678019	25.29	0
83519	933.4291899	31.40636364	61	13.85	20.73	-2772.492888	25.92	5
83759	933.5104938	28.84478261	58	8.5	14.29	-2773.289506	17.86	0
84000	933.5154131	33.53913043	64	13.4	19.9	-2771.959309	24.87	8
84239	934.0717791	40.75458333	56	10.82	19.54	-2772.719632	24.42	0
84480	933.7792765	33.7626087	66	14.07	36.62	-2771.747394	45.77	11
84719	933.5816514	34.78	62	14.46	31.74	-2773.370031	39.67	0
84960	932.3493902	22.52625	63	16.54	34.52	-2771.972561	43.15	6
85199	931.3414338	19.7252381	57	13.83	25.34	-2769.079587	31.67	0
85440	930.5181598	32.11125	57	13.09	23.88	-2767.023608	29.85	6
85680	929.6696805	30.51791667	50	7.48	13.08	-2765.062086	16.35	0
85920	930.5724594	36.35416667	53	12.29	17.98	-2766.20926	22.47	7
86160	931.3399281	59.58	48	13.48	17.56	-2771.547362	21.95	0
86400	931.7912679	44.20208333	58	13.96	34.44	-2777.949163	43.18	14
86640	931.2846062	46.51826087	54	16.65	34.12	-2778.00179	42.79	0
86880	930.8415724	38.14666667	58	14.88	33.23	-2779.14056	41.54	7
87120	930.1438763	54.60833333	55	14.65	26.25	-2778.294293	32.81	0
87359	929.789911	43.36666667	61	14.9	37.05	-2777.129377	46.47	9
87599	930.0041494	54.08708333	59	14.35	29.02	-2778.416716	36.28	0
87839	928.7943262	47.64208333	67	15.52	42.5	-2777.978132	53.39	13
88080	928.4545455	54.29791667	65	17.14	36.24	-2778.282763	45.31	0
88319	928.2734237	49.20833333	72	14.08	38.33	-2778.367708	48.09	10
88560	928.8858152	45.11583333	70	15.35	31.8	-2777.567981	39.76	0
88799	928.8265726	34.71833333	73	17.2	33.87	-2776.820106	42.34	5
89040	928.6028202	36.80291667	72	15.91	27.59	-2777.045241	34.49	0
89279	928.2469208	34.46333333	75	15.42	32.91	-2777.238123	41.13	6
89520	927.2767075	43.65166667	67	12.84	21.04	-2776.761238	26.3	0
89759	927.034904	41.55958333	73	15.08	34.71	-2774.010471	43.38	12
89999	926.8605462	50.73208333	71	17.15	31.06	-2775.410227	38.83	0
90239	927.7518797	39.75291667	78	15.85	37	-2783.719491	46.25	15
90480	927.6647399	43.3625	77	15.48	27.9	-2783.052601	34.88	0
90720	928.6893372	34.04130435	81	15.98	34.75	-2781.57464	43.44	9
90959	929.0413555	43.84541667	75	17.99	28.35	-2783.817346	35.43	0
91200	929.8274083	35.09666667	81	17.1	27.78	-2783.661697	34.73	9
91440	929.3379074	43.55416667	76	16.23	21.56	-2780.920526	26.95	0
91680	929.3850542	34.38913043	80	14.29	33.67	-2785.269823	42.08	8
91920	929.2961276	43.52583333	77	15.56	22.02	-2783.664009	27.53	0
92160	928.4639818	33.72956522	79	15.65	30.94	-2780.793534	38.67	9
92400	928.3704751	40.77791667	74	15.96	24.25	-2778.745475	30.31	0
92640	927.607445	32.77958333	78	14.31	22.94	-2786.473209	28.67	9
92879	928.1996635	41.05166667	68	13.01	21.46	-2785.38138	26.83	0
93119	928.4879687	32.7675	71	14.6	27.46	-2785.581421	34.32	7
93360	928.4871652	38.8	66	12.43	17.86	-2786.606585	22.46	0
93600	929.621802	39.33130435	70	15.69	29.6	-2787.909344	37.01	10
93839	928.8363838	45.05041667	65	17.89	22.05	-2786.92457	27.56	0
94079	928.934072	44.27913043	72	16.04	35.04	-2787.104155	43.8	9
94319	929.2027624	46.95416667	67	13.94	27.23	-2786.386188	34.04	0
94559	928.9360882	41.37666667	76	17.81	35.23	-2787.001653	44.04	14
94800	928.9868059	50.20869565	72	14.81	34.3	-2788.257834	42.95	0
95040	929.1416074	46.60291667	69	15.79	34.52	-2793.207217	43.15	7
95279	928.7364975	50.99625	65	15.56	26.3	-2796.091653	32.87	0
95520	928.3995657	36.605	68	15.27	38.69	-2800.770901	48.37	12
95759	928.2128927	37.60416667	64	15.29	29.06	-2801.548212	36.32	0
96000	928.3780422	37.23217391	69	15.04	33.63	-2800.777177	42.04	8
96240	928.3557951	39.35583333	63	13.79	24.56	-2801.178437	30.7	0
96480	928.5222759	29.02833333	63	17.67	27.9	-2798.406871	34.87	8
96719	928.580075	34.76347826	59	15.27	27.11	-2797.837708	34.1	0
96960	928.8369856	33.20125	62	12.12	33.07	-2800.583645	41.34	7
