100	1638.181818	1243.875	742.125
200	1563.571429	1366.545455	959.1818182
300	1532.888889	1309.5	915.4285714
400	1498.833333	1299.166667	911.3888889
500	1523.962963	1250.791667	930.5416667
600	1569.451613	1232.111111	912.7777778
700	1668.777778	1233.064516	953.7419355
800	1626.651163	1243.361111	1036.027778
900	1595.304348	1204.348837	1030.511628
1000	1617.471698	1200.847826	1023.978261
1100	1657.461538	1181.09434	1016.396226
1200	1768.081081	1138	994.9384615
1300	1836.313253	1164.905405	1055.756757
1400	1869.266667	1163.771084	1074.168675
1500	1887.168317	1137.955556	1058.922222
1600	1852.392857	1110.009901	1063.207921
1700	1861.741667	1044.464286	1007.660714
1800	1905.962121	1023.858333	995.625
1900	1904.335714	1014.151515	1004.234848
2000	1915.694444	1002.678571	980.6785714
2100	1970.298701	993.537931	986.5793103
2200	1923.213415	997.1354839	1018.154839
2300	1958.535294	958.3841463	1003.719512
2400	1943.435028	962.6	1001.647059
2500	1954.258242	949.8022599	996.7344633
2600	1959.136842	943.1530055	1001.327869
2700	1952.214286	940.4293194	1007.163158
2800	1963.258216	927.6903553	996.4162437
2900	1968	904.2232558	995.8591549
3000	1924.489083	889.7219731	985.9227273
3100	1900.226891	866.8744589	954.1746725
3200	1893.202429	845.7154812	936.7478992
3300	1892.772549	830.6234818	923.3441296
3400	1892.352713	810.0627451	910.3098039
3500	1860.660517	796.8965517	885.0566038
3600	1800.777003	767.5905797	878.1941392
3700	1818.691525	756.8210526	846.1052632
3800	1807.781046	757.5830508	820.1216216
3900	1789.038462	741.4201954	802.8491803
4000	1799.078864	734.3504823	788.4839744
4100	1804.944615	730.7413249	783.9810127
4200	1798.567073	731.2707692	771.9691358
4300	1776.380531	727.7408537	764.6402439
4400	1778.272206	716.2094395	749.6094675
4500	1775.653409	715.0057471	738
4600	1797.520661	714.6079545	733.8828571
4700	1789.27882	718.922865	722.0991736
4800	1803.167959	711.0723861	712.1801075
4900	1799.605528	709.2144703	696.7617801
5000	1803.09828	708.0552764	677.5943878
5100	1808.110312	710.0540541	658.3424318
5200	1830.885246	706.5899281	643.788835
5300	1840.976959	718.9039813	624.3223529
5400	1828.678005	718.3894009	616
5500	1820.542411	715.8117914	606.1513761
5600	1823.227876	713.578125	590.7919463
5700	1842.19214	716.869469	588.3964365
5800	1856.555794	728.1331878	581.7631579
5900	1862.96822	733.8583691	576.0686695
6000	1869.333333	738.3834746	571.4194915
6100	1881.613169	745.2229167	568.9748954
6200	1884.827935	753.8312757	563.5463918
6300	1892.64741	758.9089069	558.2591837
6400	1904.01581	767.3386454	552.1916168
6500	1923.565049	772.3814229	550.7312253
6600	1927.639692	786.6757282	548.7178988
6700	1924.412879	791.1040462	547.2181467
6800	1920.109057	797.1325758	542.9658444
6900	1923.670909	798.8798521	539.5634328
7000	1936.032143	804.6254545	528.649635
7100	1938.971831	809.5035714	523.9441441
7200	1941.949914	813.318662	513.9717314
7300	1944.944068	815.5854922	507.106087
7400	1942.793677	818.0525424	502.05
7500	1936.09329	818.2945092	494.9642249
7600	1950.213247	815.6366612	479.4483333
7700	1948.971383	820.1306452	469.4351396
7800	1964.833333	819.5063492	460.75
7900	1970.990698	821.1946625	445.7575758
8000	1971.716463	819.797527	433.4709576
8100	1971.692308	819.1869301	426.4199067
8200	1969.933036	815.2170659	418.7307692
8300	1951.040996	813.7736686	405.0438729
8400	1941.438672	808.6793003	393.1447761
8500	1940.715505	809.1731602	384.774003
8600	1931.139633	808.2670455	379.8017621
8700	1932.432961	803.2601969	363.2727273
8800	1921.41701	803.316156	357.3070301
8900	1918.168478	799.2684932	346.9133523
9000	1912.537838	794.6351351	338.6323944
9100	1909.499334	790.3391421	326.3969359
9200	1899.759527	784.9498681	316.5055249
9300	1888.15285	779.166884	303.9234973
9400	1887.445583	771.958816	291.4297297
9500	1876.986041	770.7765006	277.0973333
9600	1861.110138	764.3640961	257.911958
9700	1854.295143	758.1614518	251.5803922
9800	1843.517284	756.9029851	234.0489691
9900	1839.635251	753.3436341	226.2778489
10000	1836.990303	749.8765281	216.6988564
10100	1852.897006	747.6711004	204.9080605
10200	1847.663133	754.4224344	193.525593
10300	1839.512281	753.221437	183.6183395
10400	1836.742791	748.5554259	172.3968059
10500	1834.336395	747.2987313	158.7910085
10600	1832.607062	745.3352468	143.5462185
10700	1829.753656	744.0740319	137.5663082
10800	1831.786192	741.9775028	134.0810489
10900	1832.4764	741.4120267	126.7390273
11000	1835.601751	737.5389682	115.1001178
11100	1835.199569	736.6816193	102.5005848
11200	1846.221154	735.7238403	89.3554007
11300	1850.228967	738.8611111	62.60183066
11400	1854.195279	737.7029251	51.94034902
